BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,Ts
300234065602670,2017,1.33,00,67.055,67.055,70.20036,-148.44865,-0.01
300234065602670,2017,1.50,00,67.062,67.062,70.20034,-148.44865,-15.29
300234065602670,2017,1.67,00,67.070,67.070,70.20033,-148.44870,-15.32
300234065602670,2017,1.83,00,67.076,67.076,70.20037,-148.44864,-15.78
300234065602670,2017,2.00,00,67.083,67.083,70.20036,-148.44865,-16.46
300234065602670,2017,2.17,00,67.090,67.090,70.20036,-148.44865,-17.25
300234065602670,2017,2.33,00,67.097,67.097,70.20037,-148.44865,-18.04
300234065602670,2017,2.50,00,67.104,67.104,70.20041,-148.44859,-18.77
300234065602670,2017,2.67,00,67.111,67.111,70.20036,-148.44865,-19.48
300234065602670,2017,2.83,00,67.118,67.118,70.20035,-148.44867,-20.10
300234065602670,2017,3.00,00,67.125,67.125,70.20034,-148.44862,-20.66
300234065602670,2017,3.17,00,67.132,67.132,70.20036,-148.44865,-21.19
300234065602670,2017,3.33,00,67.139,67.139,70.20036,-148.44871,-21.67
300234065602670,2017,3.50,00,67.146,67.146,70.20033,-148.44865,-22.09
300234065602670,2017,3.67,00,67.153,67.153,70.20033,-148.44865,-22.51
300234065602670,2017,0.17,00,68.007,68.007,72.75807,-147.27565,-0.01
300234065602670,2017,0.33,00,68.014,68.014,72.75824,-147.27580,8.21
300234065602670,2017,0.50,00,68.021,68.021,72.75839,-147.27600,6.12
300234065602670,2017,0.67,00,68.028,68.028,72.75855,-147.27620,3.47
300234065602670,2017,0.83,00,68.035,68.035,72.75873,-147.27632,0.66
300234065602670,2017,1.00,00,68.042,68.042,72.75890,-147.27652,-1.86
300234065602670,2017,1.17,00,68.049,68.049,72.75909,-147.27658,-4.08
300234065602670,2017,1.33,00,68.055,68.055,72.75928,-147.27667,-6.32
300234065602670,2017,1.50,00,68.062,68.062,72.75948,-147.27675,-8.34
300234065602670,2017,1.67,00,68.070,68.070,72.75967,-147.27698,-10.21
300234065602670,2017,1.83,00,68.076,68.076,72.75986,-147.27719,-11.98
300234065602670,2017,2.00,00,68.083,68.083,72.76006,-147.27745,-13.41
300234065602670,2017,2.17,00,68.090,68.090,72.76028,-147.27768,-14.86
300234065602670,2017,2.33,00,68.097,68.097,72.76049,-147.27795,-15.94
300234065602670,2017,2.50,00,68.104,68.104,72.76071,-147.27832,-17.05
300234065602670,2017,2.67,00,68.111,68.111,72.76094,-147.27866,-18.10
300234065602670,2017,2.83,00,68.118,68.118,72.76119,-147.27895,-18.96
300234065602670,2017,3.00,00,68.125,68.125,72.76144,-147.27922,-19.71
300234065602670,2017,3.17,00,68.132,68.132,72.76173,-147.27945,-20.44
300234065602670,2017,3.33,00,68.139,68.139,72.76199,-147.27975,-21.05
300234065602670,2017,3.50,00,68.146,68.146,72.76228,-147.27983,-21.55
300234065602670,2017,3.67,00,68.153,68.153,72.76263,-147.27982,-22.03
300234065602670,2017,3.83,00,68.160,68.160,72.76296,-147.27983,-22.45
300234065602670,2017,4.00,00,68.167,68.167,72.76328,-147.27991,-22.79
300234065602670,2017,4.50,00,68.188,68.188,72.76420,-147.28030,-23.61
300234065602670,2017,5.00,00,68.208,68.208,72.76498,-147.28140,-24.07
300234065602670,2017,5.50,00,68.229,68.229,72.76578,-147.28227,-24.28
300234065602670,2017,6.00,00,68.250,68.250,72.76662,-147.28314,-24.42
300234065602670,2017,6.50,00,68.271,68.271,72.76759,-147.28439,-24.46
300234065602670,2017,7.00,00,68.292,68.292,72.76862,-147.28587,-24.38
300234065602670,2017,7.50,00,68.312,68.312,72.76955,-147.28706,-24.22
300234065602670,2017,8.00,00,68.333,68.333,72.77056,-147.28839,-23.97
300234065602670,2017,8.50,00,68.354,68.354,72.77188,-147.28981,-23.66
300234065602670,2017,9.00,00,68.375,68.375,72.77331,-147.29150,-23.29
300234065602670,2017,9.50,00,68.396,68.396,72.77476,-147.29344,-22.82
300234065602670,2017,10.00,00,68.417,68.417,72.77651,-147.29581,-22.32
300234065602670,2017,10.50,00,68.438,68.438,72.77850,-147.29784,-21.74
