BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,Ts
300234064739080,2017,1.52,00,67.063,67.063,70.20036,-148.44876,25.95
300234064739080,2017,2.02,00,67.084,67.084,70.20030,-148.44878,19.37
300234064739080,2017,2.52,00,67.105,67.105,70.20053,-148.44870,17.49
300234064739080,2017,3.03,00,67.126,67.126,70.20037,-148.44885,16.37
300234064739080,2017,3.52,00,67.147,67.147,70.20042,-148.44878,15.54
300234064739080,2017,1.05,00,68.044,68.044,72.75902,-147.27650,24.94
300234064739080,2017,1.50,00,68.062,68.062,72.75960,-147.27667,20.38
300234064739080,2017,2.00,00,68.083,68.083,72.76019,-147.27742,16.76
300234064739080,2017,2.50,00,68.104,68.104,72.76073,-147.27829,15.47
300234064739080,2017,3.00,00,68.125,68.125,72.76152,-147.27911,15.03
300234064739080,2017,3.52,00,68.147,68.147,72.76238,-147.27972,15.08
300234064739080,2017,4.00,00,68.167,68.167,72.76339,-147.27982,15.13
300234064739080,2017,4.52,00,68.188,68.188,72.76433,-147.28047,15.30
300234064739080,2017,5.00,00,68.208,68.208,72.76510,-147.28139,15.52
300234064739080,2017,5.50,00,68.229,68.229,72.76589,-147.28226,15.68
300234064739080,2017,6.02,00,68.251,68.251,72.76671,-147.28305,15.87
300234064739080,2017,6.50,00,68.271,68.271,72.76768,-147.28430,16.30
300234064739080,2017,7.00,00,68.292,68.292,72.76872,-147.28589,16.53
300234064739080,2017,7.50,00,68.312,68.312,72.76960,-147.28703,16.89
300234064739080,2017,8.00,00,68.333,68.333,72.77066,-147.28827,17.18
300234064739080,2017,8.50,00,68.354,68.354,72.77196,-147.28973,17.81
300234064739080,2017,9.02,00,68.376,68.376,72.77338,-147.29146,18.42
300234064739080,2017,9.50,00,68.396,68.396,72.77483,-147.29343,19.00
300234064739080,2017,10.00,00,68.417,68.417,72.77661,-147.29573,19.69
300234064739080,2017,10.50,00,68.438,68.438,72.77862,-147.29790,20.26
300234064739080,2017,11.00,00,68.458,68.458,72.78084,-147.29997,21.09
300234064739080,2017,11.50,00,68.479,68.479,72.78301,-147.30133,21.85
300234064739080,2017,12.02,00,68.501,68.501,72.78546,-147.30266,22.47
300234064739080,2017,12.50,00,68.521,68.521,72.78802,-147.30347,22.80
300234064739080,2017,13.00,00,68.542,68.542,72.79068,-147.30312,23.34
300234064739080,2017,13.50,00,68.562,68.562,72.79313,-147.30217,24.00
300234064739080,2017,14.00,00,68.583,68.583,72.79566,-147.29573,24.68
300234064739080,2017,14.50,00,68.604,68.604,72.79781,-147.29059,25.33
300234064739080,2017,15.00,00,68.625,68.625,72.79974,-147.28647,25.95
300234064739080,2017,15.53,00,68.647,68.647,72.80148,-147.28186,26.63
300234064739080,2017,16.00,00,68.667,68.667,72.80300,-147.27763,27.10
300234064739080,2017,16.50,00,68.688,68.688,72.80457,-147.27148,27.25
300234064739080,2017,17.00,00,68.708,68.708,72.80600,-147.26486,27.46
300234064739080,2017,17.52,00,68.730,68.730,72.80736,-147.26073,28.18
300234064739080,2017,18.02,00,68.751,68.751,72.80855,-147.25601,28.80
300234064739080,2017,18.52,00,68.772,68.772,72.80969,-147.25200,29.34
300234064739080,2017,19.00,00,68.792,68.792,72.81076,-147.24940,29.33
300234064739080,2017,19.52,00,68.813,68.813,72.81184,-147.24654,29.37
300234064739080,2017,20.00,00,68.833,68.833,72.81283,-147.24385,29.39
300234064739080,2017,20.52,00,68.855,68.855,72.81380,-147.24133,29.58
300234064739080,2017,21.00,00,68.875,68.875,72.81464,-147.23965,29.97
300234064739080,2017,21.53,00,68.897,68.897,72.81552,-147.23817,30.17
300234064739080,2017,22.00,00,68.917,68.917,72.81627,-147.23721,30.31
300234064739080,2017,22.50,00,68.938,68.938,72.81704,-147.23625,30.34
300234064739080,2017,23.00,00,68.958,68.958,72.81767,-147.23534,30.84
300234064739080,2017,23.50,00,68.979,68.979,72.81830,-147.23459,32.28
300234064739080,2017,0.02,00,69.001,69.001,72.81881,-147.23402,31.54
300234064739080,2017,0.50,00,69.021,69.021,72.81920,-147.23372,30.46
300234064739080,2017,1.00,00,69.042,69.042,72.81944,-147.23338,29.36
300234064739080,2017,1.50,00,69.062,69.062,72.81960,-147.23305,27.75
300234064739080,2017,2.00,00,69.083,69.083,72.81958,-147.23296,26.40
300234064739080,2017,2.50,00,69.104,69.104,72.81959,-147.23308,25.53
300234064739080,2017,3.00,00,69.125,69.125,72.81940,-147.23288,24.50
300234064739080,2017,3.52,00,69.147,69.147,72.81906,-147.23248,23.85
300234064739080,2017,4.00,00,69.167,69.167,72.81873,-147.23212,23.28
300234064739080,2017,4.50,00,69.188,69.188,72.81840,-147.23172,22.84
300234064739080,2017,5.00,00,69.208,69.208,72.81813,-147.23138,22.60
300234064739080,2017,5.50,00,69.229,69.229,72.81779,-147.23102,23.10
300234064739080,2017,6.02,00,69.251,69.251,72.81744,-147.23053,24.14
300234064739080,2017,6.50,00,69.271,69.271,72.81703,-147.23007,25.07
300234064739080,2017,7.00,00,69.292,69.292,72.81663,-147.22963,25.78
300234064739080,2017,7.50,00,69.312,69.312,72.81633,-147.22919,26.30
300234064739080,2017,8.00,00,69.333,69.333,72.81607,-147.22879,26.70
300234064739080,2017,8.50,00,69.354,69.354,72.81587,-147.22855,27.00
300234064739080,2017,9.02,00,69.376,69.376,72.81567,-147.22833,27.38
300234064739080,2017,9.50,00,69.396,69.396,72.81553,-147.22824,27.65
300234064739080,2017,10.00,00,69.417,69.417,72.81547,-147.22812,27.78
300234064739080,2017,10.50,00,69.438,69.438,72.81545,-147.22818,28.01
300234064739080,2017,11.00,00,69.458,69.458,72.81548,-147.22824,28.20
300234064739080,2017,11.50,00,69.479,69.479,72.81549,-147.22818,28.41
300234064739080,2017,12.02,00,69.501,69.501,72.81548,-147.22823,28.48
300234064739080,2017,12.50,00,69.521,69.521,72.81550,-147.22827,28.65
300234064739080,2017,13.00,00,69.542,69.542,72.81554,-147.22829,28.74
300234064739080,2017,13.50,00,69.562,69.562,72.81557,-147.22836,28.83
300234064739080,2017,14.00,00,69.583,69.583,72.81564,-147.22844,28.96
300234064739080,2017,14.50,00,69.604,69.604,72.81570,-147.22858,29.10
300234064739080,2017,15.00,00,69.625,69.625,72.81588,-147.22870,29.21
300234064739080,2017,15.52,00,69.647,69.647,72.81593,-147.22884,29.27
300234064739080,2017,16.00,00,69.667,69.667,72.81615,-147.22910,29.39
300234064739080,2017,16.50,00,69.688,69.688,72.81650,-147.22954,29.40
300234064739080,2017,17.00,00,69.708,69.708,72.81693,-147.23003,29.51
300234064739080,2017,17.50,00,69.729,69.729,72.81744,-147.23082,29.64
300234064739080,2017,18.02,00,69.751,69.751,72.81808,-147.23161,29.79
300234064739080,2017,18.50,00,69.771,69.771,72.81899,-147.23262,30.04
300234064739080,2017,19.00,00,69.792,69.792,72.81999,-147.23412,30.39
