BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,Ts
300234065004680,2017,21,47,77.908,77.908,72.65660,-158.54620,-0.10
300234065004680,2017,22,00,77.917,77.917,72.65600,-158.54480,-1.20
300234065004680,2017,22,30,77.938,77.938,72.65640,-158.54400,-3.40
300234065004680,2017,23,00,77.958,77.958,72.65640,-158.54260,-5.50
300234065004680,2017,23,30,77.979,77.979,72.65660,-158.54140,-7.40
300234065004680,2017,00,00,78.000,78.000,72.65680,-158.54060,-8.90
300234065004680,2017,00,30,78.021,78.021,72.65680,-158.53980,-10.10
300234065004680,2017,01,00,78.042,78.042,72.65700,-158.53920,-10.90
300234065004680,2017,01,30,78.062,78.062,72.65720,-158.53900,-11.70
300234065004680,2017,02,00,78.083,78.083,72.65740,-158.53880,-12.30
300234065004680,2017,02,30,78.104,78.104,72.65760,-158.53880,-12.80
300234065004680,2017,03,00,78.125,78.125,72.65780,-158.53860,-13.30
300234065004680,2017,03,30,78.146,78.146,72.65800,-158.53820,-13.60
300234065004680,2017,04,00,78.167,78.167,72.65820,-158.53800,-13.90
300234065004680,2017,04,30,78.188,78.188,72.65840,-158.53760,-14.30
300234065004680,2017,05,00,78.208,78.208,72.65860,-158.53700,-14.70
300234065004680,2017,05,30,78.229,78.229,72.65900,-158.53600,-15.20
300234065004680,2017,06,00,78.250,78.250,72.65920,-158.53480,-15.60
300234065004680,2017,06,30,78.271,78.271,72.65960,-158.53420,-15.80
300234065004680,2017,07,00,78.292,78.292,72.65980,-158.53360,-16.10
300234065004680,2017,07,30,78.312,78.312,72.66000,-158.53320,-16.40
300234065004680,2017,08,00,78.333,78.333,72.66020,-158.53260,-16.60
300234065004680,2017,08,30,78.354,78.354,72.66060,-158.53160,-16.80
300234065004680,2017,09,00,78.375,78.375,72.66080,-158.53080,-17.00
300234065004680,2017,09,30,78.396,78.396,72.66120,-158.53000,-17.20
300234065004680,2017,10,00,78.417,78.417,72.66140,-158.52960,-17.30
300234065004680,2017,10,30,78.438,78.438,72.66160,-158.52960,-17.40
300234065004680,2017,11,00,78.458,78.458,72.66160,-158.52960,-17.60
300234065004680,2017,11,30,78.479,78.479,72.66180,-158.52980,-17.70
300234065004680,2017,12,00,78.500,78.500,72.66200,-158.53000,-17.80
300234065004680,2017,12,30,78.521,78.521,72.66220,-158.53020,-17.90
300234065004680,2017,13,00,78.542,78.542,72.66240,-158.53020,-18.00
300234065004680,2017,13,30,78.562,78.562,72.66260,-158.53060,-18.10
300234065004680,2017,14,00,78.583,78.583,72.66280,-158.53080,-18.10
300234065004680,2017,14,30,78.604,78.604,72.66320,-158.53100,-18.20
300234065004680,2017,15,00,78.625,78.625,72.66360,-158.53120,-18.30
300234065004680,2017,15,30,78.646,78.646,72.66380,-158.53140,-18.30
300234065004680,2017,16,00,78.667,78.667,72.66440,-158.53160,-18.40
